rank,nombre,n_corridas,fit_media,fit_mediana,fit_std,fit_min,fit_max,fit_p25,fit_p75,gen_media,gen_mediana,gen_std,gen_min,gen_max,tiempo_media,tiempo_total,tasa_convergencia
1,Base,30,53.25,53.25,0.0,53.25,53.25,53.25,53.25,8.07,7.0,4.32,2,20,0.3175,9.53,1.0
